,comment,likes,label,score
333,watch on ipad air ios 10.3.3,1,neutral,0.7380059361457825
334,Laptop is better buy!!,1,positive,0.9262046813964844
335,THE A7 chip proof GRANTHEFTAUTO : SAN ANDREAS will coming soon!! And other AWSOME game MAYBE!!!,1,positive,0.9263719320297241
336,MS Surface is fucked!,1,negative,0.9394360780715942
337,My iPad Air 4 is to slow,1,negative,0.8415966629981995
338,"Gah, why did Jobs die? D;",1,negative,0.9265506863594055
339,ever heard of LTE?,1,neutral,0.8750584721565247
340,ولا شي قدام جالكسي نوت 10.1 2014,1,neutral,0.8022388219833374
341,More powerful? They just turn them to thin then thick then thin then extremely crappy.,1,negative,0.7895011305809021
342,Hint: The audience ;-),1,positive,0.6879073977470398
343,"Roses are red 

The earth round ",1,neutral,0.7082507014274597
344,I don’t have iPad Air is gone lost at 2014 I og iPad Air BOI,2,negative,0.7324972152709961
345,Windows + Android win.,1,positive,0.8788576722145081
346,2:13 How do u get wifi to facetime there? Ur in the middle of nowhere!,1,negative,0.6675149202346802
347,"This is why the ipad 3 was the worst ipad ,apple was busy making this product",2,negative,0.9214027523994446
348,I'm not so much of an android fan boy but more like an ios hater,1,negative,0.6916704773902893
349,IT's JUST a PAD,1,neutral,0.5701963901519775
350,innovate apple! -.-,1,neutral,0.5690175890922546
351,Becoming emotional,1,neutral,0.5596693754196167
352,Has any one noticed Jony Ive wears the same shirt evrry time,1,neutral,0.8854223489761353
353,i have an ipad mini its the same thing so i wont buy it for me its not that cool cuz i have an ipad mini its the same thing.,1,negative,0.5874549150466919
354,Got my last year and ho is whaching this in 2017,1,neutral,0.7924392819404602
355,your really not gonna look cool when you take pictures with a ipad.,1,negative,0.7562239766120911
356,What is the song of this video ?,1,neutral,0.9475032091140747
357,i have an ipad 2,1,neutral,0.6771127581596375
358,Someone know this  music name?,1,neutral,0.8789834976196289
359,is there any ipad air 3,1,neutral,0.841026782989502
360,THX U its the same thing ntoing had change i have an ipad mini its THE SAME THING,1,neutral,0.6098570227622986
361,Commerception...,1,neutral,0.8002184629440308
362,The future! Android is so old./,1,negative,0.4307604730129242
363,"Does it have HDMI output (without an aditional an expensive cable)? SD card slot? USB port?
Where is the innovation here?. Apple only want the money, not the needs of the customers.",1,negative,0.5112832188606262
364,Why they dont make app called isuck for iphone and ipad,1,negative,0.548418402671814
365,Facetime do works with cellular.,1,neutral,0.7950522303581238
366,just our strunk and using an ipad mini,1,neutral,0.8173016905784607
367,Why the fuck would you take your $500 7.5mm thick tablet mountain hiking lmao,1,negative,0.9115237593650818
368,Android kit kat babyyy,1,neutral,0.5015984177589417
369,APPLE is the best ,2,positive,0.9837700128555298
370,"Ipad Air is so disappointing...  I thought it will have Touch ID like the Iphone 5S... Unfortunately, all they do is putting A7 chips...  Boring... Same camera pixel, front camera, with retina display... ugh.... I guess i'll stick with my Ipad 3... If only Ipad Air has the same features as Surface 2... ",1,negative,0.9184407591819763
371,my sister sawdi  and he gana buy a ipad air to me,1,neutral,0.7668654918670654
372,No touchID,1,neutral,0.7277248501777649
373,WHY APPLE?! WHYYYYYYY?!?!?!?1,1,negative,0.7810326814651489
374,Redefine mobile computing huh?! Lol. U guys couldnt take the time to put in a better cam. And yet u somehow redefine everything. ,1,negative,0.840196430683136
375,"laughs in Macbook

jk ipad is better",4,neutral,0.4025067687034607
376,He never showers. :v,1,neutral,0.6638550162315369
377,estoy aquí por alioli,1,neutral,0.8624999523162842
378,"dude...check again, u have been mislead..:P
go to apple's website, that might help you..;)",1,negative,0.6815286874771118
379,The way he talks mmmm i dont know what to think,1,neutral,0.6213878989219666
380,"Yo tengo uno, esta genial, para la gente q dice q se traba, cállese la boca porq es mentira!!!!!!",1,positive,0.6402466893196106
381,"Surface RT: Yes, Surface Pro and/or Surface Pro 2: No, the Device is really worth it. We are using Apple and Microsoft Devices at our Company and I can tell you that not a single one of our Apple User did actually like the Pro Versions that we got supplied by Microsoft. And ""NO"" it doesn`t have anything to do that we got them for Free while we had to pay for our Apple Devices so please keep those Comments where they belong.

Both Apple/Microsoft are on the right Way to a PC Free World ;-)",1,positive,0.3947683274745941
382,This has to be fake. They DROPPED an iPad and it stayed in one piece. I call bullshit!,1,negative,0.892889142036438
383,"Like, they hype about 64-bit architecture but its been in computer processors for years. So whats there to hype about? From a standpoint from an IT tech, 64 bit is not impressive as you hear it everyday at school and work. But the way Apple talks about it makes all the non-tech-saavvy people drool in awe. lol",1,neutral,0.45349809527397156
384,I have and iPad Air 2,1,neutral,0.5112716555595398
385,I am watching this vid on my iPad air,3,neutral,0.7584644556045532
386,Looking this video in my iPad Air,10,neutral,0.6962435841560364
387,2:14 fucking God forbid will fall,1,negative,0.9287027716636658
388,You mean too many right? ;),1,positive,0.49198979139328003
389,Snapdragon is better.,1,neutral,0.3865576982498169
390,agreed,1,neutral,0.5910080671310425
391,i hate how every video has the pretense of them delivering something truly innovative and understated. when the reality is that the products they are releasing and have released for the last two years have been utterly incremental. it really says alot about jonny ive that here is one of the most influential designers of the modern era who fundamentally says nothing when he speaks. its just the same rhetoric on every video. its really disappointing and does not make me want to buy their products,1,negative,0.8428880572319031
392,"Guys I need help like please!!!!!!! I purchased this iPad Air 3 years back and I kept forgetting it's password and going to iTunes resetting and stuff, in that time I also changed my Apple ID somewhere and I don't remember it (as  well as the password!) Later I forgot the password  but now I need the Apple ID which I don't have!! What do I do? :(",1,negative,0.8251851797103882
393,AdBlockPlus my friend:),1,positive,0.9502323865890503
394,I really linke jonnathan ives Voice !,4,positive,0.8723122477531433
395,Does it have touch id,1,neutral,0.8910441994667053
396,Ríp iPad air,1,neutral,0.74681556224823
397,"2018 Ipad Air 
2118 Air",1,neutral,0.853370726108551
398,1:02 FCKING GOS,1,neutral,0.5497156381607056
399,Asus Transformer Book T100 is way better,1,positive,0.7652590870857239
400,"I am asking everyone to tell us why the are prefering one of those or none. I`m sure many of those that will watch the Video will say I am not buying an Apple Device because my Android/Windows 8 Tablet...

I am burning to hear what those ... are, so to answer your question. No I`m not comparing those different devices but I would like to hear more then those usual One Liner Apple/Samsung/Microsoft are shit...and see look behind curtain why someone prefers a Brand.",1,neutral,0.633621335029602
401,esto ta hecho para RepublicaDominicana,1,neutral,0.8526529669761658
402,wifi hotspot duh,1,neutral,0.787187397480011
403,my ipad air    crashs alot,4,negative,0.8941327929496765
404,"Steve , can u resurrect?",1,neutral,0.867457389831543
405,atleast its better than their crappy iphone 5c,1,negative,0.4507695138454437
406,R u serious?,1,neutral,0.6395519971847534
407,haha A7 ? im 5 generations ahead of you,2,neutral,0.5242400169372559
408,does it bend ?,5,neutral,0.8693651556968689
409,"Yeah...completely redesigned, BFS. Funny, A7 chip is actaully causing problems in the iPhone 5S, probably bottlenecked the system, having a strong cpu with 1GB of ram, along with the rest of a crappy hardware. Apple, you don't understand that you can't have 1 good thing in a product. *SIGH*",1,negative,0.9167138338088989
410,i bet your only making fun of it because you dont have any apple products,1,negative,0.7666957974433899
411,a7 is did by samsung,1,neutral,0.7511269450187683
412,I on iPad Air 3 rose gold,2,positive,0.8056036829948425
413,how are cod fans and battlefield fans fighting in the comments its a fukin ipad video go argue somewhere else ,1,negative,0.8714340329170227
414,(Y),1,neutral,0.7771420478820801
415,WHAT ARE YOU LOOKING AT? LOOK AT THE FUCKING CAMERA IT'S NOT THAT HARD.,1,negative,0.863385796546936
416,does it crash?,2,neutral,0.6931428909301758
417,Awww lol the weight,1,neutral,0.4175926446914673
418,@Jared daught - lol i totally agree with tht mountain comment ... Lmao,1,positive,0.9058619737625122
419,Ipad pro gen 2 who,1,neutral,0.677300751209259
420,ios 12.4.7,1,neutral,0.7740249037742615
421,Call of duty xD ,1,positive,0.5067341923713684
422,3G or 4G,1,neutral,0.8165773749351501
423,WTF,1,neutral,0.5468313694000244
424,God Bless *Jesus.,1,positive,0.9374632835388184
425,"Umm... I'm not sure what do you want to do with USB on a tablet, getting a laptop is much logical than getting a Surface. You can get wireless keyboard on an iPad or Android Tab. Also what do you mean by ''many other features'' ? Microsoft Office? Did you ever hear of iWork and Polaris Office? Only an idiot would buy a thicker and heavier tablet with worse screen, battery life and OS. Get an iPad or Android instead.",1,neutral,0.4775489568710327
426,Please correct your spelling rafael,1,neutral,0.6045507788658142
427,lol,1,positive,0.45361191034317017
428,1£ O.o,1,neutral,0.7625555396080017
429,Price£££,1,neutral,0.6643207669258118
430,Next...,1,neutral,0.7709769010543823
431,Note10.1 2014 Bring This DowN,1,neutral,0.7882093787193298
432,Same shit !!!!!!!!,1,negative,0.9187731146812439
433,Lol,1,neutral,0.4544193148612976
434,My penguin,1,positive,0.5478585958480835
435,Another iPad... Yawn.,1,negative,0.6661035418510437
436,hmmm....niet zo een leuke trailer.,1,neutral,0.8892425298690796
437,Me to,1,neutral,0.6151373386383057
438,بردقا,1,neutral,0.6372883915901184
439,"Same as any ipad lmao. Apple sheeps will be all over this tablet. 

Come on Apple bring something good! 

Apple is starting to become a company that makes devices only for women.",1,negative,0.659609317779541
440,"Yawn, the same product....again...but lighter....and does stuff you can do on the old product once you unlock it...great. Where is the inovation apple? Damn. The way things are right now your either IOS, Android or windows...I guess I cant blame the hard core IOS folks for drooling over this..I'll stick to the droid.",1,negative,0.8296188712120056
441,Too much.,1,neutral,0.4882213771343231
442,The JOKE of Apple continues! Bloody same shit u eat at thinner slices or thicker slices its still a SHIT! lolz,1,negative,0.9350090026855469
443,Me to,1,neutral,0.6151373386383057
444,Same,1,neutral,0.5907341837882996
445,Same,1,neutral,0.5907341837882996
446,I am alien,1,neutral,0.6865678429603577
447,Soldieronarms are you kidding,1,neutral,0.49663394689559937
448,what the fuck,1,negative,0.7135420441627502
449,First,1,neutral,0.4803043007850647
450,Metalstorm: online,1,neutral,0.837496280670166
451,and sheep...just follow,1,neutral,0.5982706546783447
452,Sold my galaxy tablet for this! Good riddance android! ,5,negative,0.7279930114746094
453,i am sick of this apple product -BORING-,1,negative,0.9545386433601379
454,Halvaro pérez cota buen comentario,1,neutral,0.8355708122253418
455,"No expandable memory port slot, same old speakers, same crap every year, no multi task window feature, have to go through iTunes to do anything, same price, I can care less about your camera and face time features",1,negative,0.9308149814605713
456,My Homies *g*,1,neutral,0.7874614000320435
457,Ipad 3 is better lol,3,positive,0.778934895992279
458,Your not getting it. 64 bit architecture on processors is not anything of a breakthrough in 2013. So please shut up with your rambling comments that don't even make sense.,1,negative,0.8669971227645874
459,SURFACE 2,1,neutral,0.7864418625831604
460,S,1,neutral,0.5120068192481995
461,aioli,1,neutral,0.800397515296936
462,"wow thinner? wow lighter? who cares, there's nothing new about it, it's the same tablet in a different size

give us something revolutionary or don't bother releasing the same shit over and over again",1,negative,0.7450641989707947
463,ا,1,neutral,0.7180130481719971
464,Pura miel de abeja.l.,1,neutral,0.8613612651824951
465,Sii,1,neutral,0.6424925923347473
466,There,1,neutral,0.5239388346672058
467,Boring...,1,negative,0.6657575964927673
468,"I photo 
Apple sucks the galaxy note 10.1 2014 is so bettar than the ipad",1,negative,0.9101299047470093
469,Jony Ive is an evil,1,negative,0.8684964179992676
470,Booooring!!,1,positive,0.49537932872772217
471,Jony is so boring!,1,negative,0.9063926935195923
472,Apple sucks,1,negative,0.7977802157402039
473,Gay...  Same product 4 years in a row.,1,negative,0.8354193568229675
474,boooooooriiinggg,1,neutral,0.5310866236686707
475,Ipad is stupid>:)  watch a galaxy tab pro 10.1 inch,1,negative,0.8370940089225769
